bins,kingdom,phylum,class,order,family,genus,species,glycolysis,gluconeogenesis,TCA Cycle,NAD(P)H-quinone oxidoreductase,NADH-quinone oxidoreductase,F-type ATPase,V-type ATPase,Cytochrome c oxidase,Ubiquinol-cytochrome c reductase,Cytochrome o ubiquinol oxidase,Cytochrome aa3-600 menaquinol oxidase,"Cytochrome c oxidase, cbb3-type",Cytochrome bd complex,RuBisCo,CBB Cycle,rTCA Cycle,Wood-Ljungdahl,3-Hydroxypropionate Bicycle,4-Hydroxybutyrate/3-hydroxypropionate,pectinesterase,diacetylchitobiose deacetylase,glucoamylase,D-galacturonate epimerase,exo-poly-alpha-galacturonosidase,oligogalacturonide lyase,cellulase,exopolygalacturonase,chitinase,basic endochitinase B,bifunctional chitinase/lysozyme,beta-N-acetylhexosaminidase,D-galacturonate isomerase,alpha-amylase,beta-glucosidase,pullulanase,ammonia oxidation (amo/pmmo),hydroxylamine oxidation,nitrite oxidation,dissim nitrate reduction,DNRA,nitrite reduction,nitric oxide reduction,nitrous-oxide reduction,nitrogen fixation,hydrazine dehydrogenase,hydrazine synthase,dissimilatory sulfate < > APS,dissimilatory sulfite < > APS,dissimilatory sulfite < > sulfide,thiosulfate oxidation,alt thiosulfate oxidation tsdA,alt thiosulfate oxidation doxAD,sulfur reductase sreABC,thiosulfate/polysulfide reductase,sulfhydrogenase,sulfur disproportionation,sulfur dioxygenase,sulfite dehydrogenase,sulfite dehydrogenase (quinone),sulfide oxidation,sulfur assimilation,DMSP demethylation,DMS dehydrogenase,DMSO reductase,NiFe hydrogenase,ferredoxin hydrogenase,membrane-bound hydrogenase,hydrogen:quinone oxidoreductase,NAD-reducing hydrogenase,NADP-reducing hydrogenase,NiFe hydrogenase Hyd-1,thiamin biosynthesis,riboflavin biosynthesis,cobalamin biosynthesis,transporter: vitamin B12,transporter: thiamin,transporter: urea,transporter: phosphonate,transporter: phosphate,Flagellum,Chemotaxis,Methanogenesis via methanol,Methanogenesis via acetate,"Methanogenesis via dimethylsulfide, methanethiol, methylpropanoate",Methanogenesis via methylamine,Methanogenesis via trimethylamine,Methanogenesis via dimethylamine,Methanogenesis via CO2,Coenzyme B/Coenzyme M regeneration,Coenzyme M reduction to methane,Soluble methane monooxygenase,methanol dehydrogenase,alcohol oxidase,dimethylamine/trimethylamine dehydrogenase,Photosystem II,Photosystem I,Cytochrome b6/f complex,anoxygenic type-II reaction center,anoxygenic type-I reaction center,Retinal biosynthesis,Entner-Doudoroff Pathway,Mixed acid: Lactate,Mixed acid: Formate,Mixed acid: Formate to CO2 & H2,Mixed acid: Acetate,"Mixed acid: Ethanol, Acetate to Acetylaldehyde","Mixed acid: Ethanol, Acetyl-CoA to Acetylaldehyde (reversible)","Mixed acid: Ethanol, Acetylaldehyde to Ethanol","Mixed acid: PEP to Succinate via OAA, malate & fumarate",Naphthalene degradation to salicylate,Biofilm PGA Synthesis protein,Colanic acid and Biofilm transcriptional regulator,Biofilm regulator BssS,Colanic acid and Biofilm protein A,Curli fimbriae biosynthesis,Adhesion,Competence-related core components,Competence-related related components,Competence factors,Glyoxylate shunt,Anaplerotic genes,Sulfolipid biosynthesis,C-P lyase cleavage PhnJ,CP-lyase complex,CP-lyase operon,Type I Secretion,Type III Secretion,Type II Secretion,Type IV Secretion,Type VI Secretion,Sec-SRP,Twin Arginine Targeting,Type Vabc Secretion,Serine pathway/formaldehyde assimilation,Arsenic reduction
bin_255,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,,0.44,0,0.5,0,0.98,0,0,0.75,0.5,0,0,1,0,1,0.25,0,0,0.24,0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.99,1,0,0,0,0,0,0,0,0,1,0,0.33,0.09,1,0.25,0,0.66,0,0.33,1,0.04,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0.14,0,0,0,0.5,0,0,0,0,0.33,0,0.769,0,0,0.747,0.5,0,0.2,0
bin_98,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,,0.78,0.89,0.88,0,0.98,1,0,0.75,0.5,0,0,1,0,1,0.89,0,0,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.64,1,0.62,0,0.66,0,0.33,1,1,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,1,0,0,0.083,0,0,0,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0.33,0,0.6921,0,0,0.913,0.75,0,0.3,0.5
bin_92,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Rickettsiella,,0.78,0,0.75,0,0.98,1,0,0.75,0.5,0,0,0,1,0,0,0,0,0.12,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.3955,0,0,0,0,0,0,0,0.14,0,0,0,0.25,0,0,0,0,0.33,0,0,0,0,0.913,0.25,0,0.3,0
bin_265,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax,,0.67,0.78,1,0,0.98,1,0.44,0.75,0.5,0,0,0.75,1,1,1,0,0.17,0.29,0.3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0.99,0,0,1,1,1,0.96,0,0,0,0.33,0,0,0,0,0.99,1,0,0,0,0,0,0,0,0,1,0,0.99,0.36,1,0.38,0,0,1,0.99,1,0.96,0.75,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,1,0,0.75,0.75,0,0,0.501,0,0,0,0,0.7705,0,0,0,0,0,0,0,0.14,0,0,1,1,0,0,0,0,0.33,0,0.6921,0,0.555,0.913,0.75,0,0.6,0.75
bin_280,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax,,0.56,0,0.62,0,0.21,0.5,0,0.25,0.5,0,0,0.5,0,1,0.83,0,0.17,0.59,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96,0,0,0,0,0,0,0,0,0.99,1,0,0,0,0,0,0,0,0,1,0,0.66,0.18,0.25,0.38,0,0,1,0.99,1,0.78,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0.75,0,0,0.501,0,0,1,0,0.458,0,0.25,0,0,0,0,0,0.14,0,0,0,0.75,0,1,0.75,0.81,0,0,0.3076,0,0,0.747,0.75,0,0.5,0.75
bin_257,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,SG8~30,,0.78,0.89,0.75,0,0.84,0.875,0.44,0.5,0.5,0,0,0.75,1,0,0,0,0,0.24,0.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.99,0.27,1,0.12,0,0,0,0,1,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0,0,0,0,0.5,1,0,0,0.6455,0,0,0,0,0,0,0,0.07,0,0,1,1,0,0,0,0,0.33,0,0.4614,0,0.222,0.664,0.75,0,0.5,1
bin_100,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,Sideroxydans,,0.67,0.78,0.38,0,0.91,1,0,0,0,0,0,0.75,0,1,1,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.75,0.12,0,0,0,0,0.75,0.65,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.33,0,0.0769,0,0,0.581,0.75,0,0.2,0.75
bin_14,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,Sideroxydans,,0.78,0.89,0.88,0,0.98,1,0,0,0.5,0,0,0.75,0,1,1,0,0,0.24,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.99,1,0,0,0,0,0,0,0,0,0,0,0,0.64,1,0.25,0,0,0,0,1,0.96,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0.5,0,0,0,0.3125,0,0,0,0,0,0,0,0.14,0,0,0,0.25,0,0,0,0,0.33,0,0.0769,0,0,0.913,0.75,0,0.4,0
bin_136,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,Sideroxydans,,0.78,0.89,0.88,0,0.63,1,0.77,0,0.5,0,0,0.75,0,1,1,0,0,0.24,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.99,1,0,0,0,0,0,0,0,0,1,0,0.33,0.64,1,1,0,0,0,0,1,0,0.25,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,0,0.5,0,0,0,0.375,0,0,0,0,0,0,0,0.14,0,0,0,0.25,0,0,0,0,0.66,0,0.6152,0,0,0.913,0.75,0,0.4,0.75
bin_330,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Solibacter,,0.78,0,0.88,0,0.98,0.625,0,1,0,0,0,0.5,0,1,0.75,0,0.17,0.12,0.1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.55,1,0.12,0,0,0,0,1,0.61,0.75,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0.5,1,1,0,0.3955,0,0,0,0,0,0,0,0.21,0,0,0,0.75,0,0,0,0.09,0,0,0.3845,0,0.444,0,0.25,0,0.5,0.75
bin_326,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,0.78,0,1,0,0.98,1,0,0.75,0.5,1,0,1,1,0,0,0,0,0.24,0.3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.55,1,0.12,0,0,0,0,1,0.96,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1,0,0,0,1,1,0,0,0.458,0,0,0,0,0,0,0,0.07,0,0,1,0.75,0,0,0,0.09,0.33,0,0.6152,0.083,0,0.913,0.75,0,0.4,0.75
bin_303,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Sulfurihydrogenibium,,0.56,0.56,0.75,0,0.84,0.75,0,0,0,0,0,0.5,0,0,0,1,0,0.18,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.45,1,0,0,0,0,0.33,1,0.74,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.208,0,0,0,0,0,0,0,0.07,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.83,0.75,0,0.4,0.75
bin_224,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,,0.67,0,0.88,0,0.98,0,0.77,0.5,0,0,0,0,0,1,1,0,0,0.18,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.73,1,0.62,0,0.66,0,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,1,0,1,0,0.3955,0,0,0,0,0,0,0,0.14,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0.54,0.5,0,0.5,0.5
bin_12,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,,0.56,0.67,0.88,0,0.98,0.875,0,0,0.5,0,0,1,0,1,1,0,0,0.18,0.2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0.8,0,0,0,0,0,0,0,0,0.99,1,0,0,0,0,0,0,0,0,1,0,0.99,0.55,1,0.25,0,0,1,0.33,0.25,0,0.12,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,1,0,0,0.5625,0,0,0,0,0,0,0,0.14,0,0,1,1,0,0,0,0,0.33,0.3996,0.6921,0,0.111,0.664,0.75,0,0.3,0.5
bin_356,Bacteria,Desulfobacterota,BSN033,BSN033,UBA1163,UBA1163,,0.56,0,0.88,0,0.91,1,0,1,0,0,0,0.25,0,0,0,0,0.83,0.12,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.66,0.36,1,0.12,0,0,0,0.33,1,0.83,0.75,0,0.99,0,0,0,0,0.05,0.8,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.501,0.5,0,0,0,0.333,0,0,0,0,0,0,0,0.14,0,0,0,0.25,0,0,0,0,0,0,0.5383,0,0.555,0.747,0.5,0,0.4,0.25
bin_39,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,envOPS12,UBA12294,,0.67,0,1,0,0.98,0.75,0,0.75,0,0,0,0,1,0,0,0,0.67,0.12,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09,0.25,0.12,0,0.66,0,0.99,1,0,0.12,0,0.66,0,0,1,0,0.05,0.6,0,0,0,0,1,0,0,0,0,0,0.25,0.5,0,0,0.167,0.5,0,0,0,0.3955,0,0,0,0,0,0,0,0.21,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.664,0.75,0,0.3,0.75
bin_61,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,UBA1563,,0.56,0.67,0.75,0,0.98,1,0,1,0,0,0,0.25,0,0,0,0,0,0.24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.18,1,0.12,0,0,0,0.33,1,0.87,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0.5,1,0,0,0.3955,0,0,0,0,0,0,0,0.21,0,0,0,0.75,0,0,0,0,0.33,0,0,0,0,0.83,0.5,0,0.4,0.5
bin_341,Bacteria,Patescibacteria,Paceibacteria,Moranbacterales,UBA1568,UBA1568,,0.56,0,0.12,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498,0,0,0.2,0
bin_223,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,UBA2284,,0.89,0,0.25,0,0.14,0.625,0.66,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.27,0.5,0.12,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,1,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0.07,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5
bin_143,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,UBA3361,,0.67,0.78,0.75,0,0.7,0.625,0.55,0,0.5,0,0,1,0,1,0.75,0,0,0.18,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0.25,0,0.66,0.36,1,0.75,0,0,0,0.99,1,0.78,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0.0625,0,0,0,0,0,0,0,0.14,0,0,0,0.75,0,1,1,0.81,0.33,0,0,0,0,0,0.75,0,0.5,0.5
bin_301,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,UBA3361,,0.78,0,0.62,0,0.98,1,0.66,0,0.5,0,0,1,0,1,1,0,0,0.18,0.1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0.66,0,0,0,0,1,0,0.66,0.55,1,0.38,0,0,0,0,1,0.91,0.88,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0.0625,0,0,0,0,0,0,0,0.07,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.913,0.75,0,0.5,0.75
bin_153,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,UBA3361,,0.78,0.89,0.38,0,0.98,1,0.66,0,0.5,0,0,1,1,1,1,0,0,0.18,0.1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0.99,0,0,1,1,1,0.8,0,0,0,0.33,0,0,0,0,0.99,1,0,0,0,0,0,0,0,0,1,0,0.99,0.55,1,0.38,0,0,0,0.33,1,0.87,0.88,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.5,0,0,0,0,0.33,0,0.3076,0,0.111,0.83,0.75,0,0.5,0.25
bin_87,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,UBA3361,,0.78,0,0.75,0,0.98,1,0.66,0,0.5,0,0,1,0,1,1,0,0,0.12,0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.66,0.64,1,0.75,0,0,0,0.33,1,0.91,0.38,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0.5,0,0,0,0.0625,0,0,0,0,0,0,0,0.14,0,0,0,0.5,0,0,0,0,0.33,0,0.6921,0,0,0.913,0.75,0,0.2,0.75
bin_126,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Smithellaceae,UBA4810,,0.56,0.56,0.62,0,0.07,0.75,0,0,0,0,0,0,1,0,0,0,0,0.12,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.36,1,0.12,0,0,0,0,0.75,0.04,0,0,0,0,0,0,0,0.05,0.6,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,1,1,0,0.333,0,0,0,0,0,0,0,0.14,0,0,0,0.25,0,0,0,0,0,0,0.4614,0,0,0.332,0.25,0,0.2,0
bin_177,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,envOPS12,UBA7227,,0.67,0,0.75,0,0.98,0.875,0.66,0.75,0,0,0,0,0,0,0,0,0.83,0.12,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.09,0.25,0.12,0,0.66,0,0.99,1,0,0,0,0.66,0,0,1,0,0,0.4,0,0,0,0,1,0,0,0.125,0,0,0.25,0,0,0,0,0.5,1,0,0,0.333,0,0,0,0,0,0,0,0.14,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.664,0.5,0,0.4,0.75
bin_48,Bacteria,Patescibacteria,Paceibacteria,UBA9983,Nomurabacteraceae,UBA9973,,0.56,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498,0,0,0.3,0
bin_386,Bacteria,Chloroflexota,Anaerolineae,,,,,0.67,0,0.88,0,0.84,0.875,0,0.75,0,0,0,0,0,1,1,0,0.83,0.18,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09,0.25,0.38,0,0.33,0,0.33,1,0,0,0,0.66,0,0,1,0,0.1,0.6,0,0,0,0,1,0,0,0.125,0,0,0.5,0.5,1,0,0,0.5,1,1,0,0.3955,0,0,0,0,0,0,0,0.21,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0.75,0,0.6,0.5
bin_147,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,,,,0.56,0,0.75,0,0.91,1,0,0,0,0,0,0,0,0,0,0,0.67,0.12,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.55,1,0.75,0,0,0,0,0.25,0.7,0.75,0,0.66,0,0,0,0,0.05,0.6,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.167,0.5,0,0,0,0.2705,0,0,0,0,0,0,0,0.14,0,0,0,0.25,0,0,0,0,0.33,0,0.6152,0,0,0.747,0.5,0,0.3,0.5
bin_19,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,,,,0.56,0,0.75,0,0.91,1,0,0,0,0,0,0,0,0,0,0,0.5,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.55,1,0.75,0,0,0,0,1,0.78,0.75,0,0.66,0,0,0,0,0.05,0.6,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0.2705,0,0,0,0,0,0,0,0.14,0,0,0,0.25,0,0,0,0,0.33,0,0.6152,0,0,0.747,0.5,0,0.3,0.5
bin_24,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,,,,0.33,0,0.75,0,0.84,0.875,0,0,0,0,0,0,0,0,0,0,0.17,0.12,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,1,1,1,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.55,0.5,0.88,0,0,0,0.33,1,0.61,0.12,0,0,0,0,0,0,0.05,0.6,0,0,0,0,0,0,0,0.125,0,0,0.25,0,0,0,0,0.5,0,0,0,0.2705,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0.4614,0,0,0,0.5,0,0.3,0.25
bin_197,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,,,,0.56,0,0.62,0,0.91,0.875,0,0,0,0,0,0,0,0,0,0,0.5,0.12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0.99,0.55,0.75,0.5,0,0,0,0,1,0.83,0.75,0,0.66,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.125,0,0,0.25,0,0,0,0.167,0.5,0,0,0,0.2705,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.33,0,0.4614,0,0,0,0.5,0,0.3,0.5
bin_208,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,UBA213,,,0.44,0,0.75,0,0.63,0,0.77,0.5,0,0,0,0,0,0,0,0,0,0.18,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.36,0.75,0.62,0,0,0,0.99,1,0,0.62,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.3,0.5
bin_394,Archaea,Micrarchaeota,Micrarchaeia,UBA10214,,,,0.44,0,0.12,0,0,0,0.33,0,0,0,0,0,0,1,0.88,0,0,0.06,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.75,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0,0,0.2,0
