bin.taxa.name,bins,completeness,contamination,GC,N50,size,kingdom,phylum,class,order,family,genus,species,DCO_LLO_Bv4v5..MTF_MT170219,DCO_LLO_Bv4v5..BRF1_BR170218_1,DCO_LLO_Bv4v5..RSF_RS170216,DCO_LLO_Bv4v5..SIS_SI170217,DCO_LLO_Bv4v5..QHF2_QH170212_2,DCO_LLO_Bv4v5..CYF_CY170214,DCO_LLO_Bv4v5..SLF_SL170214,DCO_LLO_Bv4v5..BRS2_BR170218_2,DCO_LLO_Bv4v5..CYS_CY170214,DCO_LLO_Bv4v5..RVF_RV170221,DCO_LLO_Bv4v5..RSS_RS170216,DCO_LLO_Bv4v5..TCF_TC170221,DCO_LLO_Bv4v5..QNF_QN170220,DCO_LLO_Bv4v5..EPS_EP170215,DCO_LLO_Bv4v5..EPF_EP170215,DCO_LLO_Bv4v5..SLS_SL170214_S,DCO_LLO_Bv4v5..QNS_QN170220,DCO_LLO_Bv4v5..BRF2_BR170218_2,DCO_LLO_Bv4v5..TCS_TC170221_2,DCO_LLO_Bv4v5..FAS_FA170219,DCO_LLO_Bv4v5..BQS_BQ170220,DCO_LLO_Bv4v5..ETS_ET170220,DCO_LLO_Bv4v5..QHS2_QH170213_2,DCO_LLO_Bv4v5..SIF_SI170217,DCO_LLO_Bv4v5..BQF_BQ170220,DCO_LLO_Bv4v5..BRS1_BR170218_1,DCO_LLO_Bv4v5..ESF9_ES_F9
"bin_240, Bacteria, Chloroflexota",bin_240,92.66,3.241,0.544,57193,4009554,Bacteria,Chloroflexota,,,,,,0.109569496,0,0.212308747,0.03763746,0,0.032452658,0.845073892,0.484726544,0.059253155,0.112995161,0.14187478,0.664969556,0.055887291,0.245279559,0.191040244,3.42426726,0.030216021,0.098419818,0.912492532,195.0022006,0,0.420032058,0.120328418,0,0,0,0.055029526
"bin_402, Bacteria, Chloroflexota",bin_402,92.55,3.139,0.542,56471,3481683,Bacteria,Chloroflexota,,,,,,0.044588412,0.075420052,0.198674125,0,0,0,0.052966941,43.54901018,0.053485332,0.037233892,0.124134212,0.398928043,0.076296892,0.251496207,0.228296891,0.039692848,0.039188951,6.053178347,2.679579697,0.447482309,0.040587525,0.392281287,0.136688561,0,0,0,0.034727376
"bin_184, Bacteria, Chloroflexota, Anaerolineae, Anaerolineales, envOPS12",bin_184,92.54,1.09,0.614,41132,2691460,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,envOPS12,,,0.171970209,0.046786007,0.151352717,0.062243666,0,0.071148804,0.404608333,0.304582837,0.277047563,0.151050337,0.0693835,0.295938765,0.099070918,0.04815816,0.074594331,0.819738535,0.050781194,0.080562934,0.387517487,40.2950223,0,0.25285627,0,0,0,0.075881188,0
"bin_301, Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Hydrogenophilaceae, UBA3361",bin_301,92.53,0.578,0.67,18212,2197459,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,UBA3361,,0.178348745,0.098866907,0.38899585,2.317233397,4.250279058,0.098715746,0.796005796,0.048481461,0.828113864,0.26884854,0.269040108,0.785735354,0.746540943,1.369820807,2.839671328,0,0.28398466,0.207659957,0.149519151,0.06652305,0.057234199,0.241872046,66.19530832,2.83215426,0,0,3.917902005
"bin_47, Bacteria, Chloroflexota",bin_47,92.35,2.854,0.552,33288,4060835,Bacteria,Chloroflexota,,,,,,0,0,0.139584941,0,0,0,0.061875739,0,0.069850891,0,0.083251832,0.064630436,0.098312989,0.128374171,0.098237635,0,0.115079286,0,0,0,1.053641358,0.187822182,0.046384194,0,0,0,0.04011365
"bin_140, Bacteria, Armatimonadota, Fimbriimonadia, Fimbriimonadales",bin_140,92.28,0.925,0.634,45583,2229508,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,,,,6.047323641,0.199742968,0.133845628,0.048318846,0.041242401,0.13736821,0.317435615,0.16147146,6.155255427,0.032269096,0.052320009,1.096412866,0.144692324,0.046117486,0.057000333,0.155662445,0.032878984,0.044933556,0.043144782,1.267648069,0,0.22296871,0.141978769,0,0,0.406374105,0.051245236
"bin_234, Bacteria, Chloroflexota, Dehalococcoidia, GIF9, AB~539~J10, RBG~13~51~36",bin_234,92.24,0.99,0.521,56278,1423504,Bacteria,Chloroflexota,Dehalococcoidia,GIF9,AB~539~J10,RBG~13~51~36,,0.048333548,0,15.06372959,22.35907835,0,0,0,0,0,0,1.162312979,0,0,1.899974366,7.64031022,0.56340367,0,0,0,0,0.065489523,0,0.095187233,1.137896226,0,0,0.937235723
"bin_309, Bacteria, Myxococcota, Myxococcia, Myxococcales, Anaeromyxobacteraceae, Anaeromyxobacter",bin_309,92.2,0,0.732,13432,4007289,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,,0.141239231,0.095999637,2.98302109,0.258203322,0,0.05933314,0.936398906,0.068121907,0.963187491,0.174367504,8.659706379,0.480049937,0.568254361,39.67298766,0.569797615,0,0.455756194,0.11349721,0.078531753,0.081502921,0.059391245,0.406278388,0,0.069339829,0,0.04595496,0.16664939
"bin_343, Bacteria, Acidobacteriota, Aminicenantia, Aminicenantales, UBA4085",bin_343,92.13,2.564,0.509,41591,2877985,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,UBA4085,,,1.552776612,2.208279685,0.040179486,0,0,0.159405038,4.933971055,14.04821695,0.108144498,0.067023104,0,5.768085672,0.06015008,0,0,11.91712176,0,6.355140032,0.301427121,3.136506352,0,0,0,0,0,5.914072481,0.039731165
"bin_212, Bacteria, Acidobacteriota, Aminicenantia, Aminicenantales, UBA4085",bin_212,92.13,4.273,0.541,30277,2749405,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,UBA4085,,,0.049924147,0,0.261652351,18.28780667,0.196093286,0,0.088902191,0.118597737,0.083390823,0.03684809,0.061876984,0.0580821,0.047927628,0.130841058,0.410907203,0.106399739,0,0.196663942,0,0.036344062,0.032700721,0.058109234,0.255030179,1.705841857,0,0,2.194649727
"bin_116, Bacteria, WOR~3, WOR~3, UBA2258",bin_116,92.13,1.498,0.438,6887,1678069,Bacteria,WOR~3,WOR~3,UBA2258,,,,0,0,0.114924834,0.053808392,0,0,0.345538703,0,0,0,0,0,0,0,0.034442699,32.05785031,0,0.035626759,0,0,0,0,0,0,0,0,0
"bin_4, Bacteria, Actinobacteriota, Coriobacteriia, OPB41",bin_4,92.08,1.111,0.685,33627,1681375,Bacteria,Actinobacteriota,Coriobacteriia,OPB41,,,,0.054027059,0.035019796,4.235557682,0.636052008,0.325236851,0,0.206265716,0,0.213256493,0.057162447,5.158145783,0.210486866,0.16222271,51.21280993,4.997630025,0,0.060432384,0.035585813,0.060524558,0.031504107,0,0.103002637,0.752155513,0.127660092,0,0.042331427,0.282093749
"bin_105, Archaea, Micrarchaeota, Micrarchaeia, UBA10214",bin_105,91.97,0,0.487,32622,882543,Archaea,Micrarchaeota,Micrarchaeia,UBA10214,,,,0.227205489,0.078097414,0.032767658,0,0,0.058799721,0.075253316,16.57474864,0,0.046390834,0,0.295261839,0,0,0,0.057810734,0,9.495543972,0,14.46851912,0,0.045696932,0,0,0,0,0
"bin_251, Bacteria, Chloroflexota, Anaerolineae, Caldilineales",bin_251,91.81,3.06,0.627,60930,3598664,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,,,,0.055658233,0,0,0,0,24.68727284,17.10131117,0.04253275,0.156308487,0.146343851,0,14.17360143,0,0,0,3.935312203,0,0.083571566,4.970512299,48.84662472,0,0.03152424,0,0,0,0,0.035774262
"bin_102, Bacteria, Chloroflexota, Anaerolineae, Anaerolineales, envOPS12",bin_102,91.81,1.818,0.566,24491,2670221,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,envOPS12,,,0.060884198,0,0,0,0,4.484462688,12.09805274,0.094600702,0.112796044,0.030723459,0,0.71367972,0,0,0,2.932421771,0,0,1.666238422,41.62768196,0,0.030245893,0,0,0,0.047819743,0
"bin_356, Bacteria, Desulfobacterota, BSN033, BSN033, UBA1163, UBA1163",bin_356,91.79,3.87,0.437,16760,3271258,Bacteria,Desulfobacterota,BSN033,BSN033,UBA1163,UBA1163,,0.418563589,0,0.166270886,0.096512625,0,0,0.07510556,10.91895115,0,0,0.045670064,0,0,0.070892227,0.082122138,1.012018212,0,1.738436627,0,12.60107101,0,0,0,0,0,0,0
"bin_254, Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, RBG~16~58~11, RBG~16~58~11",bin_254,91.71,1.579,0.674,7953,2242748,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,RBG~16~58~11,RBG~16~58~11,,0.260111398,9.442164528,0.297834066,0.187471879,0,0.189301714,1.598582911,0.706342421,1.442612645,0.24976626,0.190155297,1.216782661,1.000691649,0.210784368,0.596400934,0.174330642,0.271830306,0.557971484,0.212956356,0.536885887,0,0.377063906,0.061812292,0.400466122,0,25.36645824,0.530903867
"bin_64, Bacteria, FirmicutesH, CSP1~3, CSP1~3, 13~1~40CM~64~14",bin_64,91.66,1.851,0.728,50470,2442198,Bacteria,FirmicutesH,CSP1~3,CSP1~3,13~1~40CM~64~14,,,0.463117703,7.181950248,0.432477094,0.094675374,0,0.11518333,1.373676022,0.370115422,0.947029357,0.087055372,0.21100582,0.339408479,0.298336372,0.206240343,0.19868341,2.102795661,0.124104358,0.130651104,0.076228657,0.726463184,0,0.444031241,0,0.053389637,0,168.3905926,0.080415673
"bin_58, Bacteria, UBP10, GR~WP33~30, UTPRO1",bin_58,91.66,1.68,0.666,9875,3458059,Bacteria,UBP10,GR~WP33~30,UTPRO1,,,,0.10458446,0.458616834,0.140914743,0,0,0.083599853,0.936750593,10.46305922,6.787635772,0.036432857,0.085078648,0.305222096,0.239720815,0.059411732,0.04741668,0.657078779,0.054777588,1.595370798,1.34977755,6.170021928,0,1.235049382,0,0,0,8.681325321,0.043163072
"bin_34, Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, BBW3",bin_34,91.64,1.666,0.417,36988,2652321,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,BBW3,,,0.036505592,0,5.755080941,1.845956847,0,0,0,0,0,0,32.84929339,0.033468976,0.03826464,13.3885611,2.792425732,0,0,0,0,0,0,0,0,0.58124581,0,0,0.685114865
"bin_186, Bacteria, KSB1, UBA2214, UBA2214",bin_186,91.64,1.098,0.602,19167,6399638,Bacteria,KSB1,UBA2214,UBA2214,,,,0.040540468,0.031986669,0.118253519,0,0,0,0.41999548,0.035360506,0.563253285,0.171428295,0.062902658,0.152385141,0.162879582,0.041058333,0.048731815,0.038684209,0.043133563,0.032288487,0,0.064074773,0,35.41582281,0,0,0,0,0.039775683
"bin_276, Bacteria, Desulfobacterota, BSN033, BSN033, UBA1163",bin_276,91.61,3.248,0.375,25431,3563600,Bacteria,Desulfobacterota,BSN033,BSN033,UBA1163,,,0.384754805,0,0,0,0,0.030385505,4.329043282,0.620269491,0,0,0,0.130566936,0,0,0,10.4975729,0,0.186911917,0,44.91578648,0,0,0,0,0,0.10411648,0
"bin_289, Bacteria, Nitrospirota, Nitrospiria, Nitrospirales, Nitrospiraceae",bin_289,91.59,4.545,0.617,12805,3214136,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,,,2.041502848,1.723239202,0.145373847,0.034507164,0,1.17506425,0.599243372,11.08813465,18.62001091,0.126972369,0.09260966,15.11954427,0.23154152,0.062675022,0.092014573,2.304881927,0.06396719,1.0844429,0.323458389,23.86387376,0,0.494103178,0.033294058,0.082509847,0,0.072462015,0.108814732
"bin_225, Bacteria, Bdellovibrionota, Bacteriovoracia, Bacteriovoracales, Bacteriovoracaceae",bin_225,91.51,0.892,0.367,326492,3769540,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,,,0,0,0,0,0,0,0,0,0,0,0,0.094652776,3.388798577,0,0,0,39.40394114,0,0,0,0.059600552,0,0,0,0,0,0
"bin_334, Bacteria, Nitrospirota, Nitrospiria, Nitrospirales, Nitrospiraceae",bin_334,91.36,0.909,0.586,48846,2810067,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,,,0.031322122,0,0.108101923,0.032834753,0,0,0.298966601,0.03552884,0.580439892,0.121885324,0.06436599,0.426024478,0.192516675,0.038335236,0.043458722,0,0.052633215,0.107498831,0.033983479,0.049168053,0,57.66970602,0.043391023,0.107067346,0,0,0.118172932
"bin_83, Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae",bin_83,91.3,1.086,0.613,16186,4799394,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,,,0.037514033,0,0.133618014,0.072976232,0,0,0.27085381,0.034516573,0.588354849,0.067056851,0.081276727,0.151929356,0.22937224,0.060960969,0.05058861,0,0.093069951,0,0.04102004,0.04284354,4.058338793,0.158894206,0,0.034230481,0,0,0.078970045
"bin_394, Archaea, Micrarchaeota, Micrarchaeia, UBA10214",bin_394,91.28,0,0.546,13461,875410,Archaea,Micrarchaeota,Micrarchaeia,UBA10214,,,,0.146605052,0.207040383,0.081461484,0,0,0.642889127,0.389046925,4.014608541,0.050292404,0.058962806,0,0.16379669,0.031405971,0,0.048826874,0.081744898,0,101.4004948,0,0.257245039,0,0.033559143,0,0,0,0,0
"bin_364, Bacteria, MBNT15, MBNT15, MBNT15, MBNT15, CG2~30~66~27",bin_364,91.28,1.68,0.656,12974,2301591,Bacteria,MBNT15,MBNT15,MBNT15,MBNT15,CG2~30~66~27,,0.113178913,0.047240867,0.321168965,0.043801177,0,0,0.928586207,0.070205535,0.397348041,0.486823264,0.324947403,0.211658537,0.710589761,0.130504524,0.09473138,0,0.839409587,0.078739153,0,0.176686533,1.034497957,0.235777929,0,0,0,0,0.061347931
"bin_310, Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Koribacteraceae",bin_310,91.23,0.854,0.6,244191,4433494,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,,,0,0,0.109106922,0.0301625,0,0,0.220809754,0.034552458,0.380053188,0.041066323,0.064078026,0.121494858,0.20225238,0.04986736,0.047155391,0,0.115647163,0,0,0.03091901,3.665122378,0.130142608,0,0.030667705,0,0,0.040690215
"bin_247, Bacteria, Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, Thermoanaerobaculaceae",bin_247,91.02,1.709,0.695,19405,3414913,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,,,0.082436397,0.042024291,0.245094131,0.061904174,4.49846065,0.109504225,0.552007991,0.063573207,0.536325368,0.080240693,0.11543346,0.27123101,0.237139936,0.085077068,0.087548671,0,0.128809771,0.05147388,0.083227687,0.310708215,0,0.276291117,28.71331642,0.038560894,0,0,0.082736038
"bin_256, Bacteria, Desulfobacterota, BSN033, BSN033, UBA1163",bin_256,90.96,4.539,0.375,35593,3332227,Bacteria,Desulfobacterota,BSN033,BSN033,UBA1163,,,5.666258527,1.724684213,0,0,0,0,0.534061318,38.67794224,0,0,0,0.169403261,0,0,0,1.236655275,0,8.188858694,0,1.159918413,0,0,0,0,0,8.327036176,0
"bin_89, Bacteria, Chloroflexota, Anaerolineae, Anaerolineales, envOPS12",bin_89,90.9,2.828,0.563,10087,2802613,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,envOPS12,,,4.212133869,0.039602722,0.050930019,0,0,131.0423569,19.36885067,0.126255902,1.189537647,0,0.036559033,0.734653009,0.04946545,0,0,4.413578612,0,0.091841751,2.467687865,2.034954876,0,0.066440226,0,0,0,0.038683201,0.075896303
"bin_109, Bacteria, Chloroflexota, Anaerolineae, SBR1031, UBA2796",bin_109,90.9,2,0.659,24994,3765568,Bacteria,Chloroflexota,Anaerolineae,SBR1031,UBA2796,,,0.129192724,0.096164952,1.947588629,47.74650916,0.296246029,0.079032731,0.657636744,0.41420193,0.690594535,0.072497744,0.523105829,0.327326078,0.207802424,2.098701963,3.800541194,0.228655143,0.075092818,0.133929009,0.149022223,0.797767408,0.146882865,0.354154278,1.330483119,0.507110337,0,0.093554253,1.596520373
"bin_262, Bacteria, Chloroflexota, Chloroflexia",bin_262,90.82,4.77,0.648,28025,2816927,Bacteria,Chloroflexota,Chloroflexia,,,,,7.33911723,1.717788466,0.185766895,0.068988939,0,0.066935553,5.034512357,40.00312689,0.147398643,0.04087418,0.083543072,0.660888681,0.088107756,0.061920491,0.054024705,11.43078446,0.033529315,11.00458753,0.056016679,19.05039187,0,0.126113138,0,0,0,1.327273668,0.035654859
"bin_242, Bacteria, Desulfobacterota, BSN033, BSN033, UBA1163",bin_242,90.75,1.612,0.456,30153,2607503,Bacteria,Desulfobacterota,BSN033,BSN033,UBA1163,,,0.773527966,0.04618237,0.126298507,0.035352454,0,0.032394309,4.318414085,0.461558728,0,0,0.032618405,0,0,0.030697341,0.04494202,49.18191788,0,0.337745527,0,4.513500925,0,0,0,0,0,0.043773974,0
"bin_130, Bacteria, Proteobacteria, Alphaproteobacteria, Geminicoccales, Geminicoccaceae",bin_130,90.75,1.99,0.732,16098,4098529,Bacteria,Proteobacteria,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,,,0.636541777,0.410587215,0.714261267,0.374930338,0.067462411,2.961744316,2.135230872,2.372379787,3.387051987,0.307045781,0.442968546,1.824250408,1.479053617,0.295550287,0.309922437,0.06240014,0.328069949,0.44079646,0.148617156,0.465045046,0.035135981,0.787268592,0.71667151,0.416708368,0,0.083396892,0.871564005
"bin_272, Bacteria, Myxococcota, Myxococcia, Myxococcales, Myxococcaceae",bin_272,90.7,4.4,0.707,27272,7631397,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,,0.061110272,0.046677663,0.22003604,0.095057495,0,0.051084012,0.531958622,0.03221477,0.513120787,0.094708912,0.153029939,0.314502562,1.403935181,0.095955906,0.186312326,0,43.82236166,0.043802545,0.043355891,0,0.099217613,0.330613451,0.041456191,0.057097877,0,0,0.113298349
"bin_266, Bacteria, Bacteroidota, UBA10030, UBA10030",bin_266,90.69,4.918,0.373,21282,2126547,Bacteria,Bacteroidota,UBA10030,UBA10030,,,,0.032196443,0,18.10913711,3.380044615,0,0,0,0,0,0,32.28715587,0,0,9.563919447,6.173011724,0,0,0,0,0,0.049695913,0,0,0.232111655,0,0,0.228353687
"bin_406, Archaea, Crenarchaeota, Bathyarchaeia, B26~1, UBA233",bin_406,90.65,2.875,0.419,18358,1383242,Archaea,Crenarchaeota,Bathyarchaeia,B26~1,UBA233,,,2.4153838,0.21315952,0,0,0,0,1.239125632,0.082855353,0,0,0,0,0,0,0,58.77290648,0,0.368788683,0,0.14415247,0,0,0,0,0,0.23536283,0
"bin_222, Bacteria, Desulfobacterota, BSN033, BSN033, UBA1163",bin_222,90.64,3.248,0.377,24671,3473898,Bacteria,Desulfobacterota,BSN033,BSN033,UBA1163,,,0.277932748,0,0,0,0,0.14918392,16.41938977,0.337256273,0,0,0,0.231702205,0,0,0,40.22255785,0,0.086614013,0,9.309066212,0,0,0,0,0,0.070587379,0
"bin_12, Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Thiotrichaceae, Thiothrix",bin_12,90.63,4.137,0.512,25964,3110899,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,,0,0.138914796,0.572129506,0,1.600773789,0,0,0,0.056399444,0,0.294475167,0.067933609,0.204939904,17.79339482,70.64748416,0,0.056912295,0,0,0,0,0,0.389511152,1.805588325,0,0,4.200115685
"bin_50, Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prolixibacteraceae, Prolixibacter",bin_50,90.59,3.225,0.434,11280,4394911,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Prolixibacter,,0,0,0.041687638,0,0,0,0,0,0,0,0,0.042048761,2.920569658,0,0,0,12.64472395,0.033376494,0,0,0,0,0,0,0,0,0
"bin_39, Bacteria, Chloroflexota, Anaerolineae, Anaerolineales, envOPS12, UBA12294",bin_39,90.45,2,0.571,36274,3254653,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,envOPS12,UBA12294,,0.47597351,0.661637989,0.447297748,0.635001747,0,0.106162292,0.345444554,34.86194628,2.895037498,0.383399351,0.349584621,7.8903582,0.212172397,0.194263197,0.5603359,0.577831762,0.147798464,3.778276514,1.117779789,5.637303673,0.048541562,6.271015417,0.074932188,0.043380654,0,0.048723272,0.109677516
"bin_32, Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Thermoguttaceae",bin_32,90.43,2.501,0.669,7271,5178564,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Thermoguttaceae,,,0.462089183,9.314040368,0.441699395,0.166230216,0,0.056459821,8.652027455,9.810605253,0.617745654,1.151401175,0.293597424,2.02060622,0.437747961,0.281191681,0.243805805,1.61245558,0.065000228,3.755766912,0.141282397,4.497894341,0,0.53943253,0,0.036076285,0,10.62746955,0.093391492
"bin_203, Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Methylophilaceae, MM2",bin_203,90.36,1.129,0.663,14435,1830200,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,MM2,,0.358498325,0.205667618,0.452097832,13.5557233,0,0.156130127,1.312065683,0.08727169,1.627958026,0.315903331,0.292119995,1.604512593,1.997552207,0.326199191,1.032993166,0.031893655,0.623128297,0.248699561,0.402921685,0.117600915,0.191329805,0.394718673,0.071059599,2.763137009,0,0.04344481,3.686260441
"bin_307, Bacteria, Actinobacteriota, Coriobacteriia, OPB41, ctinobacteria~7",bin_307,90.33,2.5,0.666,32480,1670507,Bacteria,Actinobacteriota,Coriobacteriia,OPB41,ctinobacteria~7,,,0,0,22.34414969,1.029522255,0,0,0.111500463,0,0.101350879,0.035607684,40.07069424,0.174251122,0.150497614,5.17803314,0.83157309,0,0.035401223,0,0,0,0,0.057790512,0,0.094092284,0,0,0.193512225
"bin_323, Bacteria, Armatimonadota, Fimbriimonadia, OS~L, GBS~DC, GBS~DC",bin_323,90.27,2.417,0.601,14248,2465325,Bacteria,Armatimonadota,Fimbriimonadia,OS~L,GBS~DC,GBS~DC,,0.287379057,0.188531562,0.038939611,0,0,59.75523903,24.19358041,0,1.081853372,0.036703001,0,1.777813267,0.05105672,0,0,7.819776471,0,0.043711146,2.261781436,4.910841368,0,0.041661544,0,0,0,0.312557188,0.04981927
"bin_8, Bacteria, Dependentiae",bin_8,90.21,3.252,0.382,8755,2026970,Bacteria,Dependentiae,,,,,,0.124157627,0.821819758,0,0,0,0.171964134,4.484910597,10.87493062,0,0.22727063,0,0.992355442,0,0,0,4.034265883,0,5.487145111,0,3.13722134,0,0,0,0,0,0.513133276,0
"bin_152, Bacteria, FirmicutesH, CSP1~3, CSP1~3, RBG~16~67~12",bin_152,90.21,1.111,0.684,15615,2158679,Bacteria,FirmicutesH,CSP1~3,CSP1~3,RBG~16~67~12,,,0,0,9.870332084,12.1078134,0,0,0.183822899,0.052501046,0.186910038,0.033899386,5.030848493,0.111492359,0.102619872,4.649020071,2.641162126,0,0.035913123,0.033874394,0,0.053385307,0.037063022,0.09460451,0,0.185358002,0,0.056356161,0.434324084
"bin_86, Bacteria, Chloroflexota, Anaerolineae, Anaerolineales, UBA4823",bin_86,90,2.909,0.532,104398,3119949,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,,,0.053682703,0.056928661,0.07815826,0.032476578,0,0,0.100201351,37.57216428,0.045627056,0.035979488,0.03894652,0.057487591,0,0,0,0.28708245,0,10.70655521,0,2.220474543,0,0.038385525,0,0,0,0,0
"bin_368, Bacteria, Nitrospirota, Thermodesulfovibrionia, Thermodesulfovibrionales",bin_368,90,2.727,0.471,42117,1807667,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,,,,2.00454248,0.147850482,0.034376589,0,0,0.179929967,0.606971642,2.293343367,0,0.335839735,0,0.371011727,0,0,0.042344917,0.716658791,0,1.817290972,0.082595495,38.87491664,0,0,0,0,0,0,0
"bin_94, Bacteria, Acidobacteriota, Aminicenantia, Aminicenantales, UBA4085",bin_94,89.97,2.564,0.663,26034,2581222,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,UBA4085,,,0.099274547,0.042324794,17.56144917,37.14274918,0.063129029,0.034580148,0.440846657,0.057604877,0.404198941,0.08710663,4.279777065,0.197344352,0.228087933,3.553177883,3.693824978,0,0.082235639,0.063835448,0.052349423,0.062299051,0.075584622,0.189271058,0.430621515,1.75592082,0,0,0.928549699
"bin_308, Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Burkholderiaceae, JOSHI~001",bin_308,89.96,2.336,0.704,7136,3308354,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,JOSHI~001,,0.400447534,0.43451822,1.015092431,0.813067349,0,0.411627118,3.031350176,0.124785099,2.391482544,0.550483183,0.859420496,3.462235088,9.633435019,0.533329973,0.954637594,0.034094714,16.81107564,0.552609734,0.515232303,0.151064463,0.067565085,0.658174313,0.129630839,2.043477363,0,0.037579695,3.566578987
"bin_398, Bacteria, Chloroflexota, Anaerolineae, Thermoflexales",bin_398,89.87,3.484,0.597,7549,4194131,Bacteria,Chloroflexota,Anaerolineae,Thermoflexales,,,,0.036261975,0,0.905451657,0.87011007,0.882443882,0,0.181789945,0.035420545,0.161282687,0,1.271473925,0.099173268,0.114683353,1.982043719,1.08690907,0,0.045338261,0.034057714,0,0.04908189,0,0.122736752,12.55012943,0.069662172,0,0,0.115481416
"bin_154, Bacteria, Bipolaricaulota, Bipolaricaulia, RBG~16~55~9",bin_154,89.83,0,0.627,17516,1696756,Bacteria,Bipolaricaulota,Bipolaricaulia,RBG~16~55~9,,,,5.828190601,0.717816509,0.133065372,0,0,0.052003059,2.657625504,3.335158883,0.118671599,0.298234441,0.048868184,0.128624424,0.062467118,0.033925033,0.030679907,100.9996298,0,2.3655995,0,10.26540996,0,0.051637951,0,0,0,0.508184329,0
"bin_306, Bacteria, Nitrospirota, Thermodesulfovibrionia, Thermodesulfovibrionales",bin_306,89.82,2.727,0.437,13529,1983902,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,,,,24.57452508,0.187303919,0,0,0,6.890822415,29.60818426,1.901649184,0.415495099,0.041918506,0,3.969763671,0,0,0,15.61608224,0,1.323595712,0.909634012,58.57614218,0,0,0,0,0,0.126524081,0
"bin_268, Bacteria, Chloroflexota, Ellin6529, CSP1~4, CSP1~4",bin_268,89.81,2.946,0.72,36465,2379751,Bacteria,Chloroflexota,Ellin6529,CSP1~4,CSP1~4,,,0.16089836,0.126173881,0.960969158,0.315932048,0,0.044395928,0.996852626,0.09934189,1.052139708,0.25264774,0.553520748,0.839618127,1.152035183,0.431857871,0.383374086,0.033077068,0.289625935,0.101356281,0.089299555,0.215570772,13.29109469,0.342677081,0,0.045981784,0,0.209245823,0.128975704
"bin_122, Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prolixibacteraceae, GWE2~42~39",bin_122,89.51,2.15,0.444,13765,3880901,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,GWE2~42~39,,0,0,0.077921329,0,0,0,0,0,0.0455586,0,0.034140121,0.040514355,0.428816282,0,0,0,1.053079164,0.045908659,0,0,1.835457369,0,0,0,0,0,0.041572705
